coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
AK-501,Alaska Balance of State CoC,748.0,610.0,138.0,428.0,320.0,305.0,22.0,22.0,6.0,52916,50162,2754,113572,0,0.0,0.0,54740.77645898637,111313.81683574116,210260.15042312606,32.03
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1153.0,916.0,237.0,759.0,386.0,391.0,20.0,748.0,1.0,418090,395527,22563,869764,0,0.0,0.0,49506.32459724707,50115.06791097737,127664.95077651432,62.68000000000001
AL-501,Mobile City & County/Baldwin County CoC,578.0,364.0,214.0,405.0,173.0,230.0,14.0,335.0,1.0,273976,256205,17771,617755,0,0.0,0.0,38234.76158509441,51712.22048314484,121766.13584648717,62.68
AL-502,Florence/Northwest Alabama CoC,245.0,214.0,31.0,102.0,142.0,214.0,10.0,26.0,0.0,115171,106806,8365,265677,0,0.0,0.0,33518.0271758564,40581.814176977154,92003.75797250593,62.68
AL-503,Huntsville/North Alabama CoC,420.0,357.0,63.0,270.0,150.0,246.0,7.0,158.0,3.0,265103,250262,14841,564106,0,0.0,0.0,43546.93321113408,50249.100114639565,113752.84132449864,62.68
AL-504,Montgomery City & County CoC,441.0,373.0,68.0,244.0,197.0,108.0,12.0,326.0,0.0,175579,165146,10433,383980,0,0.0,0.0,39571.75608365019,43833.262910319834,107876.2382928565,62.67999999999999
AL-506,Tuscaloosa City & County CoC,339.0,144.0,195.0,204.0,134.0,93.0,2.0,244.0,0.0,98625,93229,5396,204953,0,0.0,0.0,36274.0,48327.560446586824,134822.50270052816,62.67999999999999
AL-507,Alabama Balance of State CoC,638.0,472.0,166.0,351.0,286.0,445.0,3.0,189.0,0.0,678685,634419,44266,1636213,0,0.0,0.0,34375.227224695074,36434.204084130244,85456.56894604907,62.68
AR-500,Little Rock/Central Arkansas CoC,830.0,491.0,339.0,610.0,220.0,344.0,65.0,467.0,1.0,279948,267723,12225,590005,0,0.0,0.0,44801.827223498105,49955.658976461964,129369.21026188265,60.09
AR-501,Fayetteville/Northwest Arkansas CoC,665.0,604.0,61.0,365.0,300.0,502.0,51.0,90.0,1.0,284867,274067,10800,581818,0,0.0,0.0,54912.997078124085,76419.5399235333,137793.27963919804,60.09000000000001
AR-503,Arkansas Balance of State CoC,814.0,425.0,389.0,446.0,368.0,524.0,121.0,279.0,1.0,388058,367389,20669,876643,0,0.0,0.0,33001.62396095104,35197.26012493388,86807.36984746906,60.09
AR-505,Southeast Arkansas CoC,72.0,71.0,1.0,34.0,38.0,22.0,16.0,49.0,0.0,120051,112452,7599,286191,0,0.0,0.0,35360.94906548424,12517.588723294757,46572.0463738167,60.09
AZ-500,Arizona Balance of State CoC,2402.0,1097.0,1305.0,1364.0,1036.0,1736.0,507.0,98.0,17.0,418552,386435,32117,1007725,0,0.0,0.0,33896.29487012826,103556.41201851398,185801.11753339542,65.97
AZ-501,Tucson/Pima County CoC,1863.0,1500.0,363.0,1196.0,662.0,1395.0,589.0,226.0,7.0,467826,442099,25727,1009490,0,0.0,0.0,38823.0,101527.94521325898,170362.06817639546,65.97
AZ-502,"Phoenix, Mesa/Maricopa County CoC",5631.0,4342.0,1289.0,3356.0,2268.0,3566.0,1284.0,1437.0,33.0,2033488,1928852,104636,4174423,0,0.0,0.0,42761.0,133979.4924834118,217675.50435245468,65.97
CA-500,San Jose/Santa Clara City & County CoC,6556.0,1929.0,4627.0,4729.0,1782.0,2889.0,2649.0,1172.0,176.0,1012215,969950,42265,1915736,0,0.0,0.0,85338.0,530990.3669249945,853659.0786985903,61.17
CA-502,"Oakland, Berkeley/Alameda County CoC",4040.0,1643.0,2397.0,2484.0,1529.0,1279.0,760.0,2143.0,106.0,819008,779897,39111,1634326,0,0.0,0.0,62664.0,355738.5820640188,610737.8337544686,61.17
CA-503,Sacramento City & County CoC,2659.0,1711.0,948.0,1737.0,920.0,1485.0,451.0,921.0,22.0,684577,643295,41282,1493547,0,0.0,0.0,46674.0,178535.60388331115,277940.127600119,61.17000000000001
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",3097.0,1037.0,2060.0,2086.0,992.0,2048.0,599.0,199.0,42.0,257659,246028,11631,500598,0,0.0,0.0,54225.0,303366.5404800319,488023.770866748,61.17
CA-505,Richmond/Contra Costa County CoC,2031.0,704.0,1327.0,1252.0,776.0,1042.0,427.0,659.0,37.0,544617,517048,27569,1124148,0,0.0,0.0,68323.0,297336.45803270175,486004.40361943404,61.169999999999995
CA-506,"Salinas/Monterey, San Benito Counties CoC",2959.0,852.0,2107.0,2054.0,900.0,1643.0,1076.0,374.0,42.0,248033,227947,20086,488454,0,0.0,0.0,50181.10525453779,271782.39431026764,419593.5012810856,61.17
CA-507,Marin County CoC,1318.0,483.0,835.0,939.0,370.0,795.0,227.0,256.0,20.0,138677,133718,4959,260974,0,0.0,0.0,112840.0,480664.33258587547,856196.9491452716,61.17
CA-508,Watsonville/Santa Cruz City & County CoC,1964.0,610.0,1354.0,1298.0,658.0,1253.0,745.0,115.0,48.0,143227,132434,10793,273495,0,0.0,0.0,57880.0,365461.3198329752,608906.7797153196,61.17
CA-509,Mendocino County CoC,947.0,152.0,795.0,624.0,320.0,718.0,127.0,12.0,1.0,39831,37500,2331,87131,0,0.0,0.0,43586.0,161610.85286803576,302574.88113807375,61.17000000000001
CA-510,"Turlock, Modesto/Stanislaus County CoC",1408.0,725.0,683.0,1022.0,384.0,1175.0,415.0,116.0,16.0,240986,217971,23015,532954,0,0.0,0.0,39444.0,155844.90931212253,234825.79338819,61.17
CA-511,Stockton/San Joaquin County CoC,1708.0,1173.0,535.0,1012.0,696.0,1112.0,534.0,404.0,36.0,314401,286281,28120,721919,0,0.0,0.0,39086.0,160053.68502144393,269015.14554801147,61.17000000000001
CA-512,Daly City/San Mateo County CoC,1483.0,708.0,775.0,936.0,545.0,786.0,476.0,308.0,53.0,434234,419310,14924,765479,0,0.0,0.0,101261.0,560202.7544988972,938975.0675332291,61.17
CA-513,"Visalia/Kings, Tulare Counties CoC",862.0,417.0,445.0,533.0,329.0,731.0,377.0,65.0,2.0,259855,230119,29736,606754,0,0.0,0.0,35278.572627456924,97627.15017379892,166449.94636754526,61.17
CA-514,Fresno City & County/Madera County CoC,1722.0,539.0,1183.0,1194.0,526.0,1256.0,684.0,228.0,27.0,500115,448654,51461,1122337,0,0.0,0.0,38274.201208727856,112539.90916087595,195504.3484806162,61.17000000000001
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",796.0,297.0,499.0,491.0,305.0,681.0,60.0,18.0,7.0,224345,212755,11590,471586,0,0.0,0.0,58389.43213751044,271619.52527179825,395668.61854453816,61.17
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",591.0,244.0,347.0,400.0,191.0,518.0,64.0,24.0,2.0,125178,114848,10330,310604,0,0.0,0.0,39655.61858507939,29823.05642464881,188565.2018516297,61.17
CA-517,Napa City & County CoC,293.0,179.0,114.0,180.0,112.0,222.0,75.0,16.0,3.0,73717,70290,3427,140766,0,0.0,0.0,64005.0,342704.1238134993,523553.59424685524,61.17
CA-518,Vallejo/Solano County CoC,1082.0,287.0,795.0,734.0,345.0,463.0,238.0,375.0,23.0,204869,192237,12632,433378,0,0.0,0.0,44150.0,234544.34823370978,340849.76781857066,61.17
CA-519,"Chico, Paradise/Butte County CoC",571.0,286.0,285.0,359.0,212.0,475.0,66.0,22.0,3.0,101066,93766,7300,224643,0,0.0,0.0,39483.0,130829.58283644401,229413.45222033313,61.17
CA-520,Merced City & County CoC,898.0,155.0,743.0,568.0,330.0,501.0,278.0,157.0,10.0,114061,101031,13030,266133,0,0.0,0.0,35610.0,122133.77176429894,192052.83887931574,61.17
CA-521,"Davis, Woodland/Yolo County CoC",498.0,305.0,193.0,310.0,188.0,312.0,120.0,80.0,1.0,104154,97384,6770,211998,0,0.0,0.0,49176.0,223695.31545463658,344003.30635054543,61.17
CA-522,Humboldt County CoC,1180.0,244.0,936.0,766.0,414.0,934.0,78.0,44.0,5.0,62290,58782,3508,135177,0,0.0,0.0,41389.0,135038.716268665,249305.932967728,61.17
CA-523,"Colusa, Glenn, Trinity Counties CoC",136.0,56.0,80.0,81.0,55.0,130.0,50.0,1.0,1.0,29156,25908,3248,62025,0,0.0,0.0,38629.75574365175,99860.63396861592,183538.48573190568,61.17
CA-524,Yuba City & County/Sutter County CoC,716.0,205.0,511.0,329.0,387.0,560.0,147.0,109.0,10.0,72460,65060,7400,169263,0,0.0,0.0,38899.861694522726,131451.39243090258,214242.44482913622,61.17000000000001
CA-525,El Dorado County CoC,269.0,121.0,148.0,150.0,119.0,244.0,62.0,1.0,6.0,87892,82840,5052,184627,0,0.0,0.0,59153.0,233444.52453919,387167.76430899126,61.17
CA-526,"Tuolumne, Amador, Calaveras, Mariposa Counties CoC",430.0,128.0,302.0,268.0,162.0,364.0,56.0,13.0,3.0,64409,60038,4371,153263,0,0.0,0.0,41925.10480677006,84251.90428976499,153657.01784468014,61.17000000000001
CA-527,Tehama County CoC,138.0,78.0,60.0,93.0,45.0,119.0,12.0,0.0,0.0,25019,23029,1990,63150,0,0.0,0.0,36140.0,71273.12519868217,166798.52222942482,61.17
CA-529,Lake County CoC,315.0,27.0,288.0,169.0,144.0,275.0,19.0,10.0,2.0,29006,26790,2216,64266,0,0.0,0.0,37014.0,80190.00700894244,165749.55060561412,61.17
CA-530,"Alpine, Inyo, Mono Counties CoC",53.0,8.0,45.0,40.0,13.0,45.0,6.0,4.0,0.0,17869,16791,1078,33251,0,0.0,0.0,48946.504556253945,70570.09554883836,140574.27822497,61.17
CA-600,Los Angeles City & County CoC,41174.0,12226.0,28948.0,27392.0,13554.0,19514.0,11098.0,16906.0,710.0,4973756,4641054,332702,10077263,0,0.0,0.0,54007.0,288504.8830072323,469945.9885672364,61.17
CA-601,San Diego City and County CoC,8742.0,4586.0,4156.0,5553.0,3170.0,5704.0,2410.0,2045.0,99.0,1548794,1467686,81108,3280825,0,0.0,0.0,53679.0,294989.9059318196,463516.24674315174,61.17
CA-602,"Santa Ana, Anaheim/Orange County CoC",4452.0,2251.0,2201.0,2729.0,1722.0,3272.0,1728.0,652.0,228.0,1584296,1513060,71236,3148952,0,0.0,0.0,60369.0,385746.55494330265,588830.101517207,61.17
CA-603,Santa Maria/Santa Barbara County CoC,1729.0,839.0,890.0,1121.0,606.0,1109.0,552.0,102.0,10.0,217158,205591,11567,442051,0,0.0,0.0,55620.0,276876.941474697,467024.05416663043,61.17
CA-604,Bakersfield/Kern County CoC,954.0,545.0,409.0,660.0,294.0,704.0,289.0,128.0,26.0,390138,350050,40088,876548,0,0.0,0.0,37041.0,103277.30955603636,179497.87175955038,61.17
CA-606,Long Beach CoC,2345.0,832.0,1513.0,1597.0,742.0,1281.0,586.0,808.0,67.0,4973756,4641054,332702,10077263,0,0.0,0.0,54007.0,288504.8830072323,469945.9885672364,61.17
CA-607,Pasadena CoC,632.0,190.0,442.0,437.0,194.0,278.0,158.0,273.0,8.0,4973756,4641054,332702,10077263,0,0.0,0.0,54007.0,288504.8830072323,469945.9885672364,61.17
CA-608,Riverside City & County CoC,2372.0,884.0,1488.0,1588.0,777.0,1781.0,707.0,392.0,28.0,1033458,963825,69633,2344648,0,0.0,0.0,36418.0,198563.67872563621,310045.29867558356,61.17
CA-609,San Bernardino City & County CoC,2149.0,838.0,1311.0,1380.0,768.0,1251.0,653.0,616.0,47.0,919308,859733,59575,2114352,0,0.0,0.0,35399.0,141348.2296451029,261977.3805028765,61.17
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1417.0,460.0,957.0,869.0,546.0,967.0,595.0,127.0,12.0,427235,402977,24258,845599,0,0.0,0.0,54849.0,348084.8430542214,503413.29951516516,61.169999999999995
CA-612,Glendale CoC,208.0,86.0,122.0,123.0,85.0,91.0,34.0,40.0,5.0,4973756,4641054,332702,10077263,0,0.0,0.0,54007.0,288504.8830072323,469945.9885672364,61.17
CA-613,Imperial County CoC,554.0,190.0,364.0,391.0,163.0,511.0,298.0,16.0,6.0,76750,57864,18886,178701,0,0.0,0.0,36359.0,86076.37366026653,174126.8478958997,61.17
CA-614,San Luis Obispo County CoC,1515.0,392.0,1123.0,1018.0,492.0,1183.0,319.0,79.0,7.0,138913,132302,6611,280138,0,0.0,0.0,50645.0,291164.0633644715,470824.0773999269,61.17
CO-500,Colorado Balance of State CoC,3545.0,1714.0,1831.0,2073.0,1465.0,2967.0,1297.0,111.0,13.0,716362,687676,28686,1412476,0,0.0,0.0,45689.573138233856,139072.0366585391,238094.57490553116,46.26
CO-503,Metropolitan Denver CoC,5335.0,4590.0,745.0,3225.0,2102.0,2887.0,1475.0,1648.0,68.0,506584,489446,17138,954021,0,0.0,0.0,59244.16507917541,245630.59855198083,354519.587737291,46.26
CO-504,Colorado Springs/El Paso County CoC,1073.0,830.0,243.0,714.0,356.0,784.0,175.0,189.0,9.0,307595,293988,13607,674094,0,0.0,0.0,44665.0,154673.3169920901,235281.19113031885,46.26
CT-503,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",913.0,773.0,140.0,549.0,363.0,419.0,290.0,442.0,9.0,478980,453717,25263,945323,0,0.0,0.0,104538.0,198268.66723565568,379771.3028969479,48.6
CT-505,Connecticut Balance of State CoC,3134.0,2648.0,486.0,1986.0,1142.0,1745.0,834.0,1128.0,29.0,1413108,1332072,81036,2643238,0,0.0,0.0,54607.94482070854,122199.4453280923,212095.44493459733,48.6
DE-500,Delaware Statewide CoC,953.0,916.0,37.0,553.0,400.0,369.0,54.0,513.0,3.0,462751,440555,22196,942065,0,0.0,0.0,47997.080548582104,111503.53584643749,212594.29018559898,54.48
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1198.0,721.0,477.0,823.0,374.0,911.0,117.0,242.0,4.0,344031,326414,17617,767920,0,0.0,0.0,52111.98309980206,118294.36535780191,219015.84716841226,71.8
FL-501,Tampa/Hillsborough County CoC,1931.0,1175.0,756.0,1188.0,741.0,897.0,304.0,877.0,16.0,692032,656690,35342,1364645,0,0.0,0.0,43162.0,91819.27081332212,175697.9639382174,71.8
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3387.0,2215.0,1172.0,2423.0,958.0,2168.0,232.0,1077.0,8.0,472466,448842,23624,947664,0,0.0,0.0,48192.0,72563.10698458772,153590.09824906048,71.8
FL-503,"Lakeland, Winterhaven/Polk County CoC",464.0,227.0,237.0,303.0,161.0,269.0,38.0,171.0,1.0,281059,263119,17940,648823,0,0.0,0.0,33814.0,65771.92215199674,134591.6483849888,71.8
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1325.0,550.0,775.0,840.0,481.0,982.0,118.0,264.0,0.0,283449,266513,16936,621677,0,0.0,0.0,38722.69500882291,88788.36747135149,153868.53731759565,71.8
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",683.0,272.0,411.0,472.0,211.0,505.0,28.0,151.0,8.0,120028,114493,5535,261455,0,0.0,0.0,46800.62375934673,106098.80934308117,208343.91267654562,71.8
FL-506,Tallahassee/Leon County CoC,863.0,646.0,217.0,552.0,311.0,311.0,36.0,524.0,4.0,209776,198485,11291,438766,0,0.0,0.0,36707.86579178879,60855.21331044633,132397.22913634605,71.8
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2112.0,1820.0,292.0,1321.0,790.0,1016.0,436.0,971.0,9.0,1084178,1028218,55960,2064239,0,0.0,0.0,39645.32752021447,101498.3143839352,186186.10393219747,71.8
FL-508,"Gainesville/Alachua, Putnam Counties CoC",870.0,317.0,553.0,334.0,533.0,489.0,59.0,289.0,6.0,191189,181165,10024,414959,0,0.0,0.0,36237.352389031206,57103.478126913564,124767.79389366088,71.8
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2412.0,236.0,2176.0,1291.0,1119.0,1381.0,323.0,951.0,2.0,131229,123199,8030,303221,0,0.0,0.0,71045.50141645862,90631.33741341841,193525.90603929153,71.8
FL-510,"Jacksonville-Duval, Clay Counties CoC",1853.0,1427.0,426.0,1068.0,785.0,708.0,101.0,989.0,5.0,597921,563889,34032,1191680,0,0.0,0.0,42285.925599154136,66545.22299038009,142640.83769692446,71.8
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",1014.0,538.0,476.0,739.0,274.0,599.0,31.0,329.0,4.0,212917,201465,11452,476081,0,0.0,0.0,39553.29966119211,65151.07707280145,136623.8375111099,71.8
FL-513,"Palm Bay, Melbourne/Brevard County CoC",1072.0,684.0,388.0,658.0,414.0,749.0,78.0,252.0,4.0,257457,241882,15575,566133,0,0.0,0.0,41195.0,83760.58852395345,159002.82013934382,71.8
FL-514,Ocala/Marion County CoC,787.0,259.0,528.0,521.0,266.0,486.0,55.0,230.0,6.0,130698,122131,8567,342388,0,0.0,0.0,33799.0,59089.5760083143,116951.50805841385,71.8
FL-515,"Panama City/Bay, Jackson Counties CoC",317.0,183.0,134.0,204.0,113.0,234.0,12.0,68.0,0.0,132608,125093,7515,304499,0,0.0,0.0,35765.504612494624,63936.040122994884,133611.13387536473,71.8
FL-517,"Hendry, Hardee, Highlands Counties CoC",1218.0,278.0,940.0,776.0,442.0,965.0,440.0,208.0,0.0,82825,76354,6471,219561,0,0.0,0.0,30200.894188858678,39821.604115276845,90550.83068216823,71.8
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",1115.0,66.0,1049.0,817.0,298.0,537.0,46.0,484.0,12.0,54851,51799,3052,134944,0,0.0,0.0,31022.076542862225,42404.0417731075,100383.89383231889,71.8
FL-519,Pasco County CoC,1019.0,159.0,860.0,540.0,479.0,864.0,49.0,127.0,0.0,216242,203402,12840,495130,0,0.0,0.0,37412.0,63016.97205500068,147547.06394077203,71.8
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",731.0,267.0,464.0,420.0,311.0,576.0,109.0,134.0,1.0,284472,266064,18408,761000,0,0.0,0.0,37610.520685939555,92264.43229351731,160551.33859736964,71.8
FL-600,Miami-Dade County CoC,4152.0,3145.0,1007.0,2792.0,1327.0,1723.0,1468.0,2234.0,2.0,1295273,1215857,79416,2659549,0,0.0,0.0,44735.0,113131.82566121653,217088.58406911686,71.8
FL-601,Ft Lauderdale/Broward County CoC,2615.0,1796.0,819.0,1754.0,856.0,1167.0,376.0,1406.0,15.0,992033,940668,51365,1885435,0,0.0,0.0,46280.0,91958.23463508485,193172.64795388677,71.8
FL-602,Punta Gorda/Charlotte County CoC,562.0,162.0,400.0,329.0,233.0,516.0,53.0,31.0,3.0,67928,63810,4118,172607,0,0.0,0.0,38722.0,83668.24402929998,158823.39215882216,71.8
FL-603,"Ft Myers, Cape Coral/Lee County CoC",614.0,300.0,314.0,408.0,206.0,437.0,77.0,157.0,0.0,320586,303892,16694,700243,0,0.0,0.0,47152.0,85623.5180388516,186259.1588367404,71.8
FL-604,Monroe County CoC,615.0,301.0,314.0,461.0,153.0,518.0,62.0,49.0,2.0,45948,44332,1616,76758,0,0.0,0.0,73336.0,0.0,0.0,71.8
FL-605,West Palm Beach/Palm Beach County CoC,1421.0,596.0,825.0,1007.0,414.0,804.0,169.0,573.0,2.0,693582,657771,35811,1424772,0,0.0,0.0,70718.0,98702.51330056244,219805.18684836055,71.8
FL-606,Naples/Collier County CoC,389.0,345.0,44.0,246.0,143.0,295.0,93.0,57.0,4.0,164330,155607,8723,356288,0,0.0,0.0,83895.0,159819.3077418632,309063.82945455104,71.8
GA-501,Georgia Balance of State CoC,5797.0,2279.0,3518.0,3293.0,2504.0,2631.0,350.0,2886.0,14.0,2999361,2818268,181093,6647386,0,0.0,0.0,36861.52367246313,71360.6373320524,133695.85290033455,62.33909679684615
GA-503,Athens-Clarke County CoC,226.0,135.0,91.0,146.0,80.0,100.0,93.0,120.0,0.0,56485,52987,3498,123621,0,0.0,0.0,30616.0,58359.0387979891,126712.10862645332,62.3
GA-504,Augusta-Richmond County CoC,407.0,278.0,129.0,253.0,154.0,119.0,6.0,268.0,1.0,83351,77071,6280,201639,0,0.0,0.0,34371.0,0.0,0.0,62.3
GA-505,Columbus-Muscogee/Russell County CoC,371.0,206.0,165.0,248.0,122.0,139.0,9.0,223.0,0.0,102075,94714,7361,257871,0,0.0,0.0,37465.19888238693,31624.265330360082,93455.83139451327,62.386863121483216
GA-506,Marietta/Cobb County CoC,415.0,324.0,91.0,222.0,193.0,124.0,26.0,274.0,1.0,393682,373383,20299,739428,0,0.0,0.0,50745.0,116634.76721378225,200343.61769940972,62.3
GA-507,Savannah/Chatham County CoC,1100.0,578.0,522.0,816.0,284.0,394.0,34.0,685.0,5.0,131745,123904,7841,286239,0,0.0,0.0,43570.0,67311.02529055261,145583.08925564165,62.3
HI-500,Hawaii Balance of State CoC,2717.0,813.0,1904.0,1641.0,1072.0,1025.0,305.0,70.0,89.0,125254,120175,5079,267163,0,0.0,0.0,38415.33285297739,180460.64154112572,337326.186485236,72.95
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",276.0,265.0,11.0,143.0,133.0,168.0,48.0,32.0,0.0,67238,64748,2490,123080,0,0.0,0.0,40100.94618134547,43151.12253117316,93388.21251378731,48.43049008774781
IA-501,Iowa Balance of State CoC,1975.0,1876.0,99.0,1019.0,953.0,1205.0,147.0,592.0,9.0,1287574,1239157,48417,2364250,0,0.0,0.0,45429.05356497832,52484.91188992458,112482.6651155686,48.14
IA-502,Des Moines/Polk County CoC,830.0,737.0,93.0,506.0,323.0,599.0,53.0,179.0,7.0,255669,246352,9317,467517,0,0.0,0.0,49783.0,70189.14703681027,147663.02554942525,48.14
ID-500,Boise/Ada County CoC,755.0,674.0,81.0,500.0,253.0,651.0,60.0,43.0,4.0,217455,210124,7331,433254,0,0.0,0.0,47501.0,169978.39364415326,237725.8396721459,46.32
ID-501,Idaho Balance of State CoC,1211.0,823.0,388.0,623.0,587.0,1082.0,177.0,26.0,7.0,569106,545835,23271,1203852,0,0.0,0.0,36881.28307217166,104582.22257864203,171553.937332624,46.32
IL-500,McHenry County CoC,177.0,168.0,9.0,111.0,66.0,141.0,20.0,16.0,0.0,165854,156760,9094,307595,0,0.0,0.0,50791.0,102205.64082270341,174241.72623234816,51.37
IL-501,"Rockford/Winnebago, Boone Counties CoC",428.0,397.0,31.0,193.0,235.0,197.0,68.0,188.0,0.0,168542,156827,11715,340808,0,0.0,0.0,40152.753295110444,40094.14008607587,89709.89423539017,51.370000000000005
IL-502,"Waukegan, North Chicago/Lake County CoC",386.0,381.0,5.0,192.0,194.0,188.0,89.0,168.0,1.0,367278,347425,19853,704687,0,0.0,0.0,73141.0,103129.2189700816,214839.48417695146,51.37
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",163.0,153.0,10.0,121.0,42.0,76.0,7.0,79.0,0.0,107403,101976,5427,209534,0,0.0,0.0,44078.0,63574.94152007948,127774.533101886,51.37
IL-504,Madison County CoC,168.0,144.0,24.0,72.0,96.0,87.0,6.0,67.0,0.0,133247,125231,8016,266112,0,0.0,0.0,42394.0,40458.94766165392,98258.01093102079,51.37
IL-506,"Joliet, Bolingbrook/Will County CoC",340.0,314.0,26.0,200.0,140.0,161.0,25.0,173.0,0.0,91729,86452,5277,173250,0,0.0,0.0,46490.08266666667,112733.62124167196,179722.114053812,51.37
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",451.0,383.0,68.0,269.0,182.0,256.0,15.0,162.0,6.0,192405,179807,12598,395560,0,0.0,0.0,45508.15356203863,42482.243630413264,98898.4534471021,51.37
IL-512,Bloomington/Central Illinois CoC,619.0,565.0,54.0,303.0,316.0,292.0,71.0,283.0,3.0,254681,240010,14671,514756,0,0.0,0.0,40863.18220283008,48344.92128602986,104706.2970724236,51.37
IL-513,Springfield/Sangamon County CoC,326.0,311.0,15.0,193.0,133.0,137.0,25.0,171.0,0.0,103571,98071,5500,198973,0,0.0,0.0,44328.0,47090.65902542699,109703.35661389679,51.37
IL-515,South Central Illinois CoC,122.0,98.0,24.0,60.0,62.0,104.0,8.0,14.0,1.0,194555,182768,11787,400554,0,0.0,0.0,38282.65342500636,25012.426136495553,66007.59507997942,51.370000000000005
IL-516,Decatur/Macon County CoC,238.0,199.0,39.0,140.0,98.0,133.0,1.0,93.0,0.0,50933,47380,3553,107398,0,0.0,0.0,44171.0,21781.095956366826,65662.81781170968,51.37
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",254.0,238.0,16.0,163.0,91.0,161.0,62.0,80.0,0.0,271488,254691,16797,545018,0,0.0,0.0,40461.66182768276,35367.09889797803,81754.23850971376,51.37
IL-519,West Central Illinois CoC,100.0,98.0,2.0,48.0,52.0,79.0,2.0,11.0,3.0,107788,102011,5777,223324,0,0.0,0.0,38305.141628306854,22612.88776430944,55898.29075504721,51.37
IL-520,Southern Illinois CoC,346.0,316.0,30.0,194.0,152.0,249.0,8.0,69.0,1.0,232500,217914,14586,506818,0,0.0,0.0,36652.976243937665,15251.168066592687,50671.22359313821,51.37
IN-502,Indiana Balance of State CoC,4197.0,3725.0,472.0,2424.0,1773.0,2818.0,168.0,1175.0,6.0,2574598,2452868,121730,5210708,0,0.0,0.0,41938.102373612186,64914.16544736503,123997.4393937505,51.81
IN-503,Indianapolis CoC,1666.0,1555.0,111.0,1073.0,586.0,678.0,48.0,910.0,11.0,472230,448465,23765,940152,0,0.0,0.0,48099.0,40722.73096305336,100990.98868096281,51.81
KS-502,Wichita/Sedgwick County CoC,561.0,462.0,99.0,374.0,187.0,324.0,62.0,160.0,8.0,247439,235654,11785,511230,0,0.0,0.0,49126.0,54105.047579442406,114351.48711328451,54.68
KS-503,Topeka/Shawnee County CoC,405.0,372.0,33.0,221.0,184.0,221.0,23.0,94.0,4.0,91478,87603,3875,178789,0,0.0,0.0,42401.0,52549.302713585,108593.23459066731,54.68
KS-505,"Overland Park, Shawnee/Johnson County CoC",174.0,151.0,23.0,68.0,106.0,122.0,37.0,43.0,0.0,325565,314557,11008,580158,0,0.0,0.0,67455.0,156206.99949054068,238673.0064342994,54.68
KS-507,Kansas Balance of State CoC,1208.0,1093.0,115.0,648.0,557.0,906.0,131.0,208.0,0.0,752956,721946,31010,1476764,0,0.0,0.0,40623.782961258534,41614.323961521026,76349.9806592187,54.68
KY-500,Kentucky Balance of State CoC,2119.0,1497.0,622.0,1120.0,995.0,1756.0,61.0,232.0,4.0,1434269,1354830,79439,3347725,0,0.0,0.0,36844.42605918945,39711.187868416826,95991.20649308426,55.62
KY-501,Louisville-Jefferson County CoC,1161.0,1080.0,81.0,811.0,348.0,495.0,29.0,597.0,2.0,377461,359625,17836,765322,0,0.0,0.0,47320.0,61812.43595746111,134641.58244638072,55.62
KY-502,Lexington-Fayette County CoC,1258.0,1219.0,39.0,892.0,363.0,837.0,45.0,364.0,1.0,167924,161561,6363,316079,0,0.0,0.0,46732.0,90563.48717963602,153252.76999798292,55.620000000000005
MA-500,Boston CoC,6492.0,6353.0,139.0,3478.0,3014.0,2327.0,2177.0,2977.0,72.0,421116,402612,18504,783177,0,0.0,0.0,67656.0,256724.8220018675,406558.5471221116,48.14
MA-502,Lynn CoC,445.0,428.0,17.0,262.0,182.0,294.0,109.0,79.0,11.0,407717,387376,20341,777228,0,0.0,0.0,59823.0,225247.801779842,353469.86784205306,48.14
